origin_doi,origin_sub_area,target_doi,target_sub_area
10.1007/s10898-022-01168-6,or,10.1007/s11590-019-01395-z,or
10.1007/s10898-022-01168-6,or,10.1080/10556788.2020.1746962,or
10.1111/itor.13066,or,10.1016/j.ejor.2020.07.006,or
10.1007/s10898-021-01001-6,or,10.1016/j.dam.2019.03.015,theory
10.1111/itor.12671,or,10.1111/itor.12623,or
10.1016/j.ejor.2021.02.049,or,10.1016/j.ejor.2020.07.006,or
10.1007/s10107-023-01977-x,or,10.1137/1.9781611976465.35,theory
10.1145/3594736,pl,10.1109/CGO51591.2021.9370305,pl
10.4230/LIPIcs.ECOOP.2021.19,pl,10.1007/s10664-019-09756-z,se
10.1145/3650109,arch,10.1109/CGO51591.2021.9370322,pl
10.1145/3571283,pl,10.1109/CGO51591.2021.9370322,pl
10.1145/3428235,pl,10.1016/j.scico.2019.102318,pl
10.1145/3485521,pl,10.1002/spe.2907,pl
10.1002/spe.3146,pl,10.1002/spe.2907,pl
10.1145/3594736,pl,10.1002/spe.2907,pl
10.1002/spe.3054,pl,10.1016/j.scico.2020.102536,formal
10.1007/s10846-021-01400-7,robotics,10.1007/s10846-019-01107-w,robotics
10.1007/s10846-022-01804-z,robotics,10.1007/s10846-021-01400-7,robotics
10.1007/s10846-022-01791-1,robotics,10.1007/s10846-021-01567-z,robotics
10.1109/IROS47612.2022.9982161,robotics,10.1007/s10846-021-01568-y,robotics
10.1016/j.adhoc.2022.102834,net,10.1109/LRA.2021.3061004,robotics
10.1002/rob.22143,robotics,10.1007/s10846-019-01006-0,robotics
10.1109/ICRA48891.2023.10161183,robotics,10.1016/j.comnet.2021.108618,net
10.1109/LRA.2022.3230595,robotics,10.1016/j.adhoc.2022.102834,net
10.1007/s10846-021-01568-y,robotics,10.1109/ICRA48506.2021.9561188,robotics
10.1007/s10846-022-01791-1,robotics,10.1109/ICRA48506.2021.9561188,robotics
10.1016/j.robot.2022.104304,robotics,10.1007/s10846-021-01321-5,robotics
10.1007/s10846-022-01804-z,robotics,10.1007/s10846-021-01364-8,robotics
10.1007/s10846-019-01107-w,robotics,10.1007/s10846-019-01107-w,robotics
10.1007/s10514-020-09913-0,robotics,10.1007/s10846-019-01064-4,robotics
10.1007/s10846-023-01879-2,robotics,10.1109/ICRA48506.2021.9562057,robotics
10.1016/j.robot.2023.104386,robotics,10.1016/j.jss.2022.111363,se
10.1016/j.robot.2022.104179,robotics,10.1007/s10846-020-01208-x,robotics
10.1007/s10846-022-01701-5,robotics,10.1007/s10846-021-01459-2,robotics
10.1002/cpe.7767,arch,10.1109/LRA.2022.3190092,robotics
10.1007/s10846-021-01361-x,robotics,10.1007/s10846-019-01006-0,robotics
10.1007/s10846-022-01591-7,robotics,10.1007/s10846-019-01124-9,robotics
10.1007/s10846-021-01324-2,robotics,10.1007/s10846-019-01124-9,robotics
10.1007/s10846-023-01837-y,robotics,10.1109/LRA.2022.3154482,robotics
10.1007/s10846-022-01591-7,robotics,10.1109/LRA.2020.3013852,robotics
10.1007/s10846-023-01837-y,robotics,10.1109/LRA.2020.3013852,robotics
10.1016/j.cag.2022.08.003,graphics,10.1109/LRA.2020.3013852,robotics
10.1007/s10514-023-10100-0,robotics,10.1109/ICRA48506.2021.9561412,robotics
10.1109/LRA.2022.3190638,robotics,10.1007/s10514-023-10100-0,robotics
10.1007/s10514-023-10100-0,robotics,10.1109/IROS51168.2021.9635928,robotics
10.1016/j.jss.2021.111213,se,10.1016/j.jss.2020.110819,se
10.1007/s10664-023-10311-0,se,10.1007/s10664-021-10002-8,se
10.1016/j.jss.2021.111092,se,10.1007/s10270-019-00749-6,se
10.1145/3379597.3387477,se,10.1016/j.infsof.2019.106242,se
10.1007/s10664-021-10023-3,se,10.1145/3379597.3387477,se
10.1016/j.infsof.2022.107134,se,10.1145/3379597.3387477,se
10.1145/3379597.3387475,se,10.1145/3379597.3387477,se
10.1002/smr.2530,se,10.1145/3379597.3387477,se
10.1145/3387904.3389264,se,10.1145/3379597.3387477,se
10.1007/s00766-022-00388-2,se,10.1007/s00766-022-00382-8,se
10.1007/s00766-022-00388-2,se,10.1007/s00766-020-00338-w,se
10.1109/SANER53432.2022.00034,se,10.1145/3377811.3380369,se
10.1016/j.infsof.2023.107332,se,10.1016/j.infsof.2020.106256,se
10.1007/s10664-023-10395-8,se,10.1016/j.infsof.2020.106256,se
10.1007/s10664-022-10266-8,se,10.1016/j.infsof.2020.106256,se
10.1002/smr.2441,se,10.1016/j.infsof.2020.106256,se
10.1002/spe.3034,se,10.1016/j.infsof.2020.106256,se
10.1007/s10664-022-10130-9,se,10.1109/ICSME46990.2020.00011,se
10.1145/3476042,chi,10.1109/ICSME46990.2020.00011,se
10.1145/3510003.3512765,se,10.1109/ICSME46990.2020.00011,se
10.1007/s10664-022-10263-x,se,10.1007/s10664-021-09961-9,se
10.1109/ICPC52881.2021.00033,se,10.1016/j.jss.2020.110610,se
10.1109/TSE.2022.3208864,se,10.1145/3379597.3387482,se
10.1145/3387904.3389264,se,10.1016/j.infsof.2019.106242,se
10.1145/3387904.3389264,se,10.1145/3379597.3387475,se
10.1007/s10664-021-10023-3,se,10.1145/3387904.3389264,se
10.1145/3379597.3387475,se,10.1145/3387904.3389264,se
10.1002/smr.2530,se,10.1145/3387904.3389264,se
10.1016/j.jss.2023.111731,se,10.1007/s10664-020-09909-5,se
10.1109/ICSME46990.2020.00037,se,10.1145/3379597.3387482,se
10.1007/s00766-021-00364-2,se,10.1109/RE48521.2020.00022,se
10.1145/3510460,se,10.1016/j.jss.2019.110487,se
10.1145/3368089.3409724,se,10.1016/j.jss.2019.110487,se
10.1016/j.jss.2023.111744,se,10.1016/j.infsof.2021.106609,se
10.1007/s10664-023-10343-6,se,10.1016/j.infsof.2021.106609,se
10.1002/smr.2532,se,10.1109/TSE.2022.3172654,se
10.1007/s10664-021-10110-5,se,10.1016/j.infsof.2019.106242,se
10.1007/s11219-021-09549-y,se,10.1016/j.jss.2019.110430,se
10.1145/3597503.3623297,se,10.1016/j.jss.2022.111217,se
10.1007/s10664-022-10130-9,se,10.1109/SANER48275.2020.9054842,se
10.1016/j.jss.2020.110671,se,10.1109/SANER48275.2020.9054842,se
10.1145/3551349.3560419,se,10.1109/SANER48275.2020.9054842,se
10.1016/j.jss.2023.111808,se,10.1109/TSE.2018.2842201,se
10.1002/spe.2906,se,10.1007/s10664-019-09756-z,se
10.1002/spe.2906,se,10.1007/s11219-019-09476-z,se
10.1016/j.jss.2021.110971,se,10.1002/spe.2906,se
10.1016/j.jss.2022.111539,se,10.1016/j.jss.2021.111044,se
10.1109/SANER53432.2022.00032,se,10.1145/3368089.3409724,se
10.1109/SANER53432.2022.00032,se,10.1016/j.jss.2019.110487,se
10.1007/s10664-023-10329-4,se,10.1109/SANER53432.2022.00032,se
10.1007/s10664-023-10322-x,se,10.1016/j.infsof.2021.106688,se
10.1016/j.jss.2023.111740,se,10.1016/j.infsof.2020.106366,se
10.1016/j.jss.2023.111740,se,10.1016/j.jss.2020.110607,se
10.1016/j.infsof.2024.107396,se,10.1007/s00766-022-00391-7,se
10.1007/s10664-022-10144-3,se,10.1007/s10664-020-09809-8,se
10.1007/s10664-022-10144-3,se,10.1007/s10664-019-09756-z,se
10.1109/MSR59073.2023.00064,se,10.1145/3387904.3389276,se
10.1002/spe.3306,se,10.1007/s10664-020-09875-y,se
10.1109/ICSME55016.2022.00018,se,10.1007/s10664-021-09983-3,se
10.1109/TSE.2021.3116768,se,10.1145/3358960.3379137,arch
10.1109/TSE.2021.3116768,se,10.1016/j.jss.2021.111044,se
10.1016/j.infsof.2022.107144,se,10.1016/j.infsof.2020.106294,se
10.1016/j.infsof.2023.107335,se,10.1016/j.infsof.2023.107186,se
10.1016/j.infsof.2023.107335,se,10.1016/j.jss.2023.111808,se
10.1016/j.infsof.2022.107031,se,10.1016/j.infsof.2020.106372,se
10.1016/j.infsof.2023.107332,se,10.1007/s10664-019-09774-x,se
10.1007/s10664-023-10395-8,se,10.1007/s10664-019-09774-x,se
10.1016/j.infsof.2022.106870,se,10.1007/s10664-021-10007-3,se
10.1007/s00766-022-00391-7,se,10.1109/RE51729.2021.00013,se
10.1109/ICSA53651.2022.00013,se,10.1007/s10664-020-09909-5,se
10.1109/MS.2021.3101990,se,10.1007/s10664-020-09832-9,se
10.1016/j.jss.2022.111554,se,10.1109/MS.2021.3101990,se
10.1007/s10664-021-09983-3,se,10.1007/s10664-021-09983-3,se
10.1109/TSE.2021.3130098,se,10.1016/j.infsof.2020.106256,se
10.1109/TSE.2021.3130098,se,10.1007/s10664-019-09774-x,se
10.1007/978-3-031-30826-0_16,se,10.1109/TSE.2021.3130098,se
10.1007/s10664-023-10395-8,se,10.1109/TSE.2021.3130098,se
10.1007/s10664-021-10023-3,se,10.1109/SANER48275.2020.9054864,se
10.1145/3379597.3387477,se,10.1109/SANER48275.2020.9054864,se
10.1002/smr.2530,se,10.1109/SANER48275.2020.9054864,se
10.1109/ICSE48619.2023.00021,se,10.1145/3379597.3387475,se
10.1145/3510460,se,10.1145/3382494.3410682,se
10.1002/smr.2605,se,10.1145/3382494.3410682,se
10.1145/3641539,se,10.1007/s10664-021-09961-9,se
10.1016/j.infsof.2022.107134,se,10.1007/s10664-021-10023-3,se
10.1016/j.infsof.2022.107134,se,10.1016/j.jss.2020.110610,se
10.1007/s10664-021-10104-3,se,10.1016/j.infsof.2019.106198,se
10.1016/j.infsof.2022.107041,se,10.1016/j.infsof.2021.106688,se
10.1109/TSE.2022.3214764,se,10.1016/j.infsof.2019.106241,se
10.1145/3510460,se,10.1016/j.infsof.2020.106294,se
10.1145/3510460,se,10.1145/3368089.3409724,se
10.1007/s10664-021-10023-3,se,10.1145/3379597.3387475,se
10.1002/smr.2530,se,10.1145/3379597.3387475,se
10.1145/3475716.3475785,se,10.1145/3379597.3387475,se
10.1007/s10664-021-10023-3,se,10.1007/s10664-020-09809-8,se
10.1002/smr.2530,se,10.1007/s10664-021-10023-3,se
10.1007/s10664-023-10395-8,se,10.1007/s10664-023-10395-8,se
10.1007/s10664-021-10093-3,se,10.1145/3377811.3380369,se
10.1007/s10664-021-10093-3,se,10.1016/j.infsof.2020.106268,se
10.1016/j.jss.2023.111830,se,10.1016/j.jss.2020.110671,se
10.1109/MS.2022.3170825,se,10.1145/3379597.3387459,se
10.1007/s10664-021-10049-7,se,10.1016/j.infsof.2020.106372,se
10.1007/s10664-022-10198-3,se,10.1016/j.infsof.2020.106372,se
10.1007/s10270-019-00770-9,se,10.1016/j.jss.2020.110649,se
10.1016/j.jss.2021.110971,se,10.1007/s11219-019-09476-z,se
10.1016/j.jss.2023.111826,ds,10.1109/MS.2021.3080335,se
10.1016/j.jss.2024.111969,se,10.1016/j.infsof.2022.106964,se
10.1007/s10270-023-01143-z,se,10.1016/j.jss.2020.110598,se
10.1007/s10664-023-10327-6,se,10.1007/s10664-021-10114-1,se
10.1109/TSE.2022.3199169,se,10.1016/j.infsof.2021.106672,se
10.1016/j.jss.2020.110870,se,10.1016/j.jss.2020.110607,se
10.1002/smr.2530,se,10.1007/s10664-020-09809-8,se
10.1016/j.infsof.2022.107111,se,10.1002/spe.3044,se
10.1007/s10664-023-10343-6,se,10.1016/j.infsof.2022.107111,se
10.1016/j.infsof.2022.107041,se,10.1109/TSE.2019.2900213,se
10.1007/s10664-023-10322-x,se,10.1109/TSE.2019.2900213,se
10.1007/s11219-023-09627-3,se,10.1016/j.infsof.2020.106274,se
10.1109/SANER53432.2022.00071,se,10.1007/s10664-019-09756-z,se
10.1007/s00766-022-00388-2,se,10.1109/TSE.2018.2846576,se
10.1016/j.infsof.2022.107111,se,10.1109/MSR52588.2021.00044,se
10.1016/j.jss.2022.111554,se,10.1016/j.infsof.2021.106692,se
10.1016/j.jss.2022.111554,se,10.1007/s10664-020-09832-9,se
10.1007/s10664-023-10332-9,se,10.1016/j.jss.2021.111148,se
10.1016/j.infsof.2022.107041,se,10.1016/j.infsof.2021.106718,se
10.1016/j.infsof.2022.106908,se,10.1016/j.infsof.2020.106366,se
10.1016/j.infsof.2023.107316,se,10.1016/j.infsof.2022.106908,se
10.1016/j.jss.2022.111554,se,10.1109/MS.2021.3058652,se
10.1016/j.infsof.2023.107375,se,10.1007/s10664-020-09832-9,se
10.1007/s11219-023-09627-3,se,10.1016/j.jss.2021.110990,se
10.1007/s10664-023-10329-4,se,10.1145/3544902.3546236,se
10.1007/s11219-020-09537-8,se,10.1109/ICST46399.2020.00038,se
10.1016/j.infsof.2024.107407,se,10.1007/s10664-020-09860-5,se
10.1016/j.infsof.2024.107407,se,10.1016/j.infsof.2024.107407,se
10.1007/s10664-020-09844-5,se,10.1007/s10664-020-09844-5,se
10.1016/j.eswa.2023.123030,ai,10.1109/TSE.2020.2988241,se
10.1007/s10664-023-10381-0,se,10.1016/j.jss.2021.110951,se
10.1016/j.jss.2023.111708,se,10.1016/j.jss.2021.110963,se
10.1145/3382494.3410632,se,10.1007/s10664-020-09860-5,se
10.1109/MS.2021.3132137,se,10.1007/s10664-020-09875-y,se
10.1007/s10664-022-10203-9,se,10.1016/j.infsof.2020.106270,se
10.1007/s11219-021-09578-7,se,10.1016/j.infsof.2020.106270,se
10.1016/j.jss.2021.111063,se,10.1007/s10664-020-09863-2,se
10.1109/MS.2020.3042683,se,10.1145/3382494.3410682,se
10.1007/s10664-021-10049-7,se,10.1109/SANER50967.2021.00042,se
10.1109/MS.2022.3229353,se,10.1016/j.jss.2022.111217,se
10.1016/j.infsof.2022.107089,se,10.1016/j.jss.2020.110548,se
10.1016/j.jss.2024.112010,se,10.1016/j.infsof.2023.107186,se
10.1109/TSE.2021.3088759,se,10.1007/s10664-020-09875-y,se
10.1007/s10664-021-10023-3,se,10.1109/TSE.2021.3088759,se
10.1016/j.jss.2021.111125,se,10.1016/j.jss.2020.110610,se
10.1109/ICSA56044.2023.00018,se,10.1007/s10664-021-09983-3,se
10.1016/j.infsof.2023.107316,se,10.1016/j.jss.2021.111004,se
10.1016/j.infsof.2023.107363,se,10.1016/j.infsof.2020.106294,se
10.1007/s10664-023-10327-6,se,10.1145/3544902.3546244,se
10.1109/SANER53432.2022.00093,se,10.1016/j.infsof.2020.106347,se
10.1109/SANER53432.2022.00093,se,10.1145/3379597.3387475,se
10.1109/SANER53432.2022.00093,se,10.1145/3387904.3389264,se
10.1109/MS.2021.3103134,se,10.1007/s10664-019-09756-z,se
10.1145/3544902.3546236,se,10.1109/MSR52588.2021.00047,se
10.1007/s10664-023-10329-4,se,10.1109/MSR52588.2021.00047,se
10.1109/MS.2023.3243858,se,10.1007/s10664-021-10023-3,se
10.1109/MS.2023.3243858,se,10.1002/spe.3044,se
10.1007/s10664-022-10203-9,se,10.1145/3379597.3387459,se
10.1016/j.jss.2021.110951,se,10.1016/j.jss.2020.110819,se
10.1109/ICSE43902.2021.00098,se,10.1145/3368089.3409724,se
10.1109/ICSE43902.2021.00098,se,10.1016/j.jss.2019.110487,se
10.1145/3544902.3546236,se,10.1109/ICSE43902.2021.00098,se
10.1145/3510460,se,10.1109/ICSE43902.2021.00098,se
10.1007/s10664-022-10234-2,se,10.1145/3387904.3389276,se
10.1109/MS.2021.3103121,se,10.1007/s10664-020-09832-9,se
10.1016/j.jss.2022.111554,se,10.1109/MS.2021.3103121,se
10.1002/smr.2648,se,10.1016/j.jss.2022.111217,se
10.1109/ICSME52107.2021.00033,se,10.1145/3379597.3387477,se
10.1109/ICSME52107.2021.00033,se,10.1145/3379597.3387475,se
10.1109/ICSME52107.2021.00033,se,10.1145/3387904.3389264,se
10.1002/smr.2530,se,10.1109/ICSME52107.2021.00033,se
10.1016/j.jss.2022.111542,se,10.1016/j.jss.2020.110607,se
10.1016/j.infsof.2022.107142,se,10.1016/j.jss.2020.110607,se
10.1016/j.jss.2022.111462,se,10.1016/j.jss.2020.110607,se
10.1109/ICSE48619.2023.00023,se,10.1145/3475716.3475785,se
10.1109/ICSE48619.2023.00023,se,10.1002/spe.3034,se
10.1007/s10664-021-10049-7,se,10.1109/ICSME46990.2020.00060,se
10.1109/TSE.2020.2992428,se,10.1016/j.infsof.2020.106268,se
10.1007/s10664-021-10093-3,se,10.1109/TSE.2020.2992428,se
10.1109/MS.2020.3040135,se,10.1007/s10664-020-09875-y,se
10.1007/s10606-022-09427-6,chi,10.1109/MS.2020.3040135,se
10.1002/spe.3306,se,10.1109/MS.2020.3040135,se
10.1016/j.infsof.2023.107375,se,10.1016/j.infsof.2020.106294,se
10.1007/s10664-021-10002-8,se,10.1109/ICSME46990.2020.00041,se
10.1007/s10664-023-10311-0,se,10.1109/ICSME46990.2020.00041,se
10.1109/ICSME46990.2020.00055,se,10.1145/3379597.3387475,se
10.1016/j.infsof.2023.107332,se,10.1109/TSE.2018.2871083,se
10.1007/978-3-031-17995-2_1,dbis,10.1007/s10270-021-00919-5,se
10.1145/3544902.3546243,se,10.1007/s10664-020-09875-y,se
10.1109/MSR52588.2021.00059,se,10.1145/3358960.3379137,arch
10.1109/MSR52588.2021.00059,se,10.1145/3379597.3387475,se
10.1007/s10664-022-10234-2,se,10.1007/s10664-022-10234-2,se
10.1016/j.jss.2021.111146,se,10.1007/s10664-019-09756-z,se
10.1016/j.infsof.2023.107217,se,10.1016/j.infsof.2020.106508,se
10.1016/j.infsof.2020.106268,se,10.1016/j.infsof.2020.106268,se
10.1109/MS.2022.3203716,se,10.1016/j.infsof.2019.106242,se
10.1109/ICSE48619.2023.00068,se,10.1016/j.jss.2021.111148,se
10.1109/TSE.2021.3108032,se,10.1145/3368089.3409724,se
10.1109/TSE.2021.3108032,se,10.1145/3415251,chi
10.1109/TSE.2021.3108032,se,10.1016/j.jss.2019.110487,se
10.1109/TSE.2021.3108032,se,10.1145/3382494.3410682,se
10.1145/3510460,se,10.1109/TSE.2021.3108032,se
10.1007/s10664-021-10084-4,se,10.1016/j.infsof.2020.106294,se
10.1007/s10664-023-10343-6,se,10.1109/TSE.2018.2880977,se
10.1002/smr.2431,se,10.1109/TSE.2018.2880977,se
10.1109/MSR59073.2023.00043,se,10.1145/3544902.3546244,se
10.1109/MSR59073.2023.00043,se,10.1007/s10664-021-10114-1,se
10.1109/ICST49551.2021.00028,se,10.1145/3368089.3409713,se
10.1109/MSR52588.2021.00051,se,10.1007/s10664-019-09756-z,se
10.1109/ICPC52881.2021.00052,se,10.1145/3379597.3387482,se
10.1016/j.infsof.2022.107142,se,10.1016/j.infsof.2020.106294,se
10.1109/ICSME46990.2020.00050,se,10.1007/s11219-019-09476-z,se
10.1016/j.infsof.2022.107142,se,10.1016/j.infsof.2020.106366,se
10.1109/ICSME46990.2020.00026,se,10.1016/j.infsof.2020.106256,se
10.1002/smr.2441,se,10.1109/ICSME46990.2020.00026,se
10.1016/j.infsof.2023.107332,se,10.1109/TSE.2019.2917191,se
10.1002/spe.3194,se,10.1109/TSE.2019.2917191,se
10.1016/j.cose.2021.102500,security,10.1145/3429741,security
10.1016/j.cose.2021.102500,security,10.1016/j.cose.2021.102287,security
10.1016/j.cose.2021.102500,security,10.1016/j.cose.2020.101859,security
10.1007/978-3-031-22966-4_7,security,10.1007/978-3-030-75245-3_13,security
10.1109/TIFS.2020.3033442,security,10.1016/j.eswa.2020.113397,ai
10.1016/j.eswa.2023.119589,ai,10.1109/TIFS.2020.3033442,security
10.1145/3548606.3560702,security,10.1007/978-3-030-75245-3_13,security
10.1007/s11227-018-2605-1,arch,10.1109/TDSC.2018.2828306,security
10.1002/spe.3196,ds,10.1109/TDSC.2018.2828306,security
10.1145/3548606.3560609,security,10.1145/3548606.3560609,security
10.1016/j.cose.2021.102500,security,10.1109/TDSC.2020.2986112,security
10.1145/3576915.3623081,security,10.1145/3576915.3623081,security
10.1016/j.asoc.2022.109865,ai,10.1109/TIFS.2021.3070431,security
10.1016/j.tcs.2020.08.032,theory,10.1016/j.tcs.2019.08.015,theory
10.1007/978-3-031-20624-5_20,theory,10.1016/j.dam.2021.07.023,theory
10.1007/978-3-031-20624-5_12,theory,10.1016/j.tcs.2020.06.022,theory
10.1007/s00453-022-00979-z,theory,10.1007/s00453-022-01036-5,theory
10.1016/j.tcs.2022.08.005,theory,10.1016/j.tcs.2021.07.032,theory
10.1007/s00453-022-01085-w,theory,10.1007/978-3-030-61792-9_11,theory
10.1016/j.dam.2021.12.028,theory,10.1016/j.dam.2020.02.010,theory
10.1016/j.dam.2021.07.041,theory,10.1016/j.tcs.2020.08.024,theory
10.1016/j.tcs.2022.10.034,theory,10.1016/j.tcs.2020.03.022,theory
10.1016/j.tcs.2023.114370,theory,10.1016/j.tcs.2020.03.022,theory
10.1007/978-3-031-15914-5_14,theory,10.1007/s00453-020-00789-1,theory
10.1016/j.disc.2022.113253,theory,10.1016/j.dam.2020.04.002,theory
10.1002/jgt.22647,theory,10.1002/jgt.22489,theory
10.1016/j.disc.2023.113343,theory,10.1016/j.dam.2021.10.021,theory
10.1016/j.disc.2023.113458,theory,10.1016/j.disc.2021.112759,theory
10.1007/978-3-031-20624-5_28,theory,10.1016/j.disc.2022.112941,theory
10.1016/j.tcs.2022.10.034,theory,10.1016/j.tcs.2022.01.030,theory
10.1016/j.dam.2023.07.020,theory,10.1016/j.dam.2023.06.036,theory
10.1016/j.dam.2023.11.047,theory,10.1016/j.dam.2021.06.012,theory
10.1002/jgt.22948,theory,10.1016/j.dam.2021.05.021,theory
10.1016/j.dam.2021.09.032,theory,10.1016/j.tcs.2019.09.013,theory
10.1016/j.tcs.2020.11.045,theory,10.1016/j.tcs.2019.09.013,theory
10.1002/jgt.22946,theory,10.1002/jgt.22866,theory
10.4230/LIPIcs.MFCS.2021.38,theory,10.1016/j.dam.2021.05.021,theory
10.1016/j.dam.2021.09.032,theory,10.1016/j.tcs.2020.11.045,theory
10.1016/j.disc.2022.113253,theory,10.1016/j.tcs.2022.08.006,theory
10.4230/LIPIcs.MFCS.2020.64,theory,10.1016/j.dam.2019.03.022,theory
10.4230/LIPIcs.MFCS.2020.64,theory,10.1016/j.disc.2019.111717,theory
10.1016/j.tcs.2023.114370,theory,10.1016/j.tcs.2022.01.030,theory
10.1016/j.patcog.2022.108882,vision,10.1016/j.patcog.2020.107612,vision
10.1016/j.patrec.2022.08.014,vision,10.1109/TPAMI.2020.2983929,vision
10.1145/3508352.3549471,hardware,10.1109/TCSVT.2019.2945763,vision
10.1109/TPAMI.2021.3076155,vision,10.1016/j.ins.2020.09.024,data
10.1109/CVPR52729.2023.00132,vision,10.1016/j.cviu.2022.103409,vision
10.1016/j.patcog.2023.109577,vision,10.1016/j.patcog.2020.107666,vision
10.1109/WACV56688.2023.00559,vision,10.1016/j.ipm.2020.102443,ir
10.1109/WACV56688.2023.00559,vision,10.1016/j.patcog.2020.107666,vision
10.1016/j.patcog.2020.107532,vision,10.1016/j.jvcir.2019.102748,vision
10.1016/j.patrec.2022.10.011,vision,10.1016/j.patcog.2020.107535,vision
10.1016/j.cviu.2022.103618,vision,10.1016/j.patcog.2020.107666,vision
10.1109/TIP.2023.3268868,vision,10.1016/j.neucom.2019.09.065,ai
10.1109/TIP.2023.3268868,vision,10.1016/j.patcog.2020.107666,vision
10.1109/TIP.2023.3268868,vision,10.1016/j.patrec.2020.03.032,vision
10.1109/WACV51458.2022.00079,vision,10.1007/s11263-021-01471-x,vision
10.1109/WACV51458.2022.00079,vision,10.1016/j.cag.2020.09.009,graphics
10.1016/j.patcog.2023.109649,vision,10.1016/j.patcog.2020.107612,vision
10.1007/s11263-021-01471-x,vision,10.1109/WACV45572.2020.9093395,vision
10.1109/CVPR52729.2023.01431,vision,10.1016/j.cag.2022.08.003,graphics
10.1016/j.cag.2023.05.006,graphics,10.1109/WACV48630.2021.00260,vision
10.1016/j.cag.2023.05.011,graphics,10.1109/TIP.2021.3092817,vision
10.1109/ICCV51070.2023.01313,vision,10.1016/j.cag.2023.05.014,graphics
10.1109/ICCV51070.2023.01313,vision,10.1016/j.cag.2022.09.003,graphics
10.1287/trsc.2022.1176,or,10.1016/j.patcog.2021.107957,vision
